t,x,y,z,heading,roll,task,state
2.282,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
2.298,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
2.314,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
2.329,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
2.346,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
2.362,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
2.378,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
2.393,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
2.410,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
2.425,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
2.442,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
2.457,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
2.474,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
2.490,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
2.505,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
2.521,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
2.537,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
2.553,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
2.601,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
2.616,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
2.633,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
2.649,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
2.665,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
2.681,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
2.696,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
2.713,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
2.729,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
2.745,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
2.761,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
2.776,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
2.793,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
2.808,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
2.825,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
2.841,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
2.857,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
2.872,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
2.889,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
2.905,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
2.921,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
2.938,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
2.954,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
2.970,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
2.987,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
3.003,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
3.020,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
3.035,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
3.052,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
3.068,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
3.117,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
3.132,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
3.149,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
3.165,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
3.182,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
3.197,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
3.214,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
3.230,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
3.245,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
3.262,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
3.278,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
3.293,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
3.310,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
3.325,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
3.342,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
3.358,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
3.375,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
3.390,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
3.406,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
3.422,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
3.438,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
3.453,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
3.470,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
3.486,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
3.503,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
3.518,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
3.534,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
3.550,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
3.566,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
3.581,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
3.640,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
3.656,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
3.672,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
3.688,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
3.704,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
3.719,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
3.736,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
3.751,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
3.768,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
3.783,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
3.800,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
3.815,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
3.832,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
3.847,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
3.864,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
3.879,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
3.896,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
3.912,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
3.928,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
3.944,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
3.961,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
3.976,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
3.993,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
4.008,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
4.025,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
4.041,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
4.056,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
4.073,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
4.088,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
4.134,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
4.150,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
4.166,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
4.183,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
4.198,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
4.215,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
4.231,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
4.248,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
4.263,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
4.280,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
4.296,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
4.311,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
4.328,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
4.344,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
4.359,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
4.376,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
4.391,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
4.408,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
4.424,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
4.440,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
4.456,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
4.472,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
4.487,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
4.504,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
4.518,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
4.535,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
4.550,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
4.567,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
4.582,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
4.599,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
4.644,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
4.660,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
4.675,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
4.692,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
4.708,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
4.724,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
4.739,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
4.756,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
4.771,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
4.788,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
4.804,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
4.819,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
4.836,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
4.853,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
4.870,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
4.886,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
4.902,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
4.918,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
4.933,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
4.950,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
4.965,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
4.982,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
4.997,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
5.014,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
5.029,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
5.046,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
5.061,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
5.078,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
5.093,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
5.110,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
5.156,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
5.172,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
5.187,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
5.204,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
5.220,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
5.236,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
5.251,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
5.268,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
5.284,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
5.300,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
5.315,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
5.332,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
5.348,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
5.364,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
5.381,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
5.398,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
5.414,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
5.431,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
5.446,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
5.463,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
5.478,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
5.495,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
5.510,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
5.527,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
5.542,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
5.559,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
5.575,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
5.591,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
5.606,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
5.623,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
5.669,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
5.686,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
5.702,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
5.718,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
5.734,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
5.751,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
5.766,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
5.783,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
5.798,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
5.815,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
5.831,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
5.847,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
5.863,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
5.879,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
5.896,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
5.913,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
5.928,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
5.945,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
5.960,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
5.977,7.0000,7.7711,0.0000,0.00,0.00,WAITING,Press Start to begin
