t,x,y,z,heading,roll,task,state
2.867,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
2.882,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
2.898,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
2.914,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
2.930,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
2.946,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
2.963,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
2.979,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
2.995,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
3.011,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
3.028,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
3.043,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
3.059,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
3.075,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
3.122,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
3.138,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
3.155,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
3.170,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
3.187,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
3.203,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
3.219,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
3.235,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
3.252,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
3.267,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
3.284,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
3.300,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
3.316,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
3.332,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
3.348,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
3.364,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
3.380,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
3.396,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
3.412,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
3.428,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
3.444,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
3.460,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
3.477,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
3.492,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
3.509,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
3.525,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
3.541,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
3.556,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
3.573,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
3.588,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
3.635,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
3.651,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
3.667,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
3.683,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
3.699,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
3.715,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
3.731,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
3.746,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
3.763,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
3.779,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
3.796,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
3.811,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
3.828,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
3.843,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
3.859,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
3.874,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
3.891,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
3.906,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
3.923,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
3.939,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
3.955,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
3.971,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
3.988,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
4.004,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
4.020,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
4.036,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
4.051,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
4.066,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
4.083,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
4.098,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
4.145,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
4.161,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
4.178,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
4.193,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
4.209,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
4.225,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
4.241,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
4.257,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
4.273,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
4.289,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
4.305,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
4.321,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
4.337,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
4.353,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
4.369,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
4.384,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
4.401,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
4.417,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
4.433,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
4.449,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
4.466,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
4.481,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
4.497,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
4.513,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
4.529,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
4.544,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
4.561,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
4.577,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
4.594,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
4.609,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
4.656,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
4.672,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
4.689,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
4.705,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
4.722,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
4.738,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
4.754,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
4.769,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
4.786,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
4.801,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
4.818,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
4.834,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
4.850,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
4.866,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
4.882,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
4.898,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
4.914,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
4.930,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
4.946,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
4.961,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
4.978,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
4.994,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
5.011,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
5.026,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
5.043,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
5.059,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
5.075,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
5.090,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
5.107,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
5.122,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
5.170,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
5.185,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
5.201,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
5.217,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
5.233,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
5.249,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
5.266,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
5.282,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
5.298,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
5.314,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
5.330,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
5.345,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
5.362,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
5.378,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
5.395,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
5.411,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
5.427,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
5.443,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
5.460,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
5.476,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
5.492,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
5.508,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
5.524,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
5.540,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
5.556,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
5.572,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
5.589,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
5.605,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
5.621,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
5.637,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
5.684,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
5.699,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
5.715,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
5.730,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
5.747,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
5.763,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
5.780,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
5.796,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
5.812,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
5.827,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
5.844,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
5.860,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
5.877,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
5.892,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
5.908,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
5.923,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
5.940,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
5.955,7.0000,7.8996,0.0000,0.00,0.00,WAITING,Press Start to begin
