t,x,y,z,heading,roll,task,state
121.235,10.0693,8.6250,1.5462,0.90,23.35,GateTask,GateTask[8]:StyleRollSubtask(+12/360 carry) T!1
121.251,10.0707,8.6246,1.5456,0.93,25.44,GateTask,GateTask[8]:StyleRollSubtask(+12/360 carry) T!1
121.267,10.0720,8.6242,1.5452,0.96,27.49,GateTask,GateTask[8]:StyleRollSubtask(+12/360 carry) T!1
121.283,10.0734,8.6238,1.5447,0.99,29.49,GateTask,GateTask[8]:StyleRollSubtask(+20/360 carry) T!1
121.299,10.0747,8.6234,1.5443,1.01,31.43,GateTask,GateTask[8]:StyleRollSubtask(+20/360 carry) T!1
121.315,10.0760,8.6230,1.5439,1.04,33.33,GateTask,GateTask[8]:StyleRollSubtask(+20/360 carry) T!1
121.331,10.0774,8.6225,1.5436,1.07,35.17,GateTask,GateTask[8]:StyleRollSubtask(+28/360 carry) T!1
121.346,10.0787,8.6220,1.5433,1.09,36.97,GateTask,GateTask[8]:StyleRollSubtask(+28/360 carry) T!1
121.363,10.0801,8.6215,1.5430,1.12,38.71,GateTask,GateTask[8]:StyleRollSubtask(+28/360 carry) T!1
121.379,10.0814,8.6210,1.5427,1.16,40.40,GateTask,GateTask[8]:StyleRollSubtask(+35/360 carry) T!1
121.395,10.0828,8.6205,1.5425,1.19,42.04,GateTask,GateTask[8]:StyleRollSubtask(+35/360 carry) T!1
121.412,10.0841,8.6199,1.5423,1.23,43.63,GateTask,GateTask[8]:StyleRollSubtask(+35/360 carry) T!1
121.427,10.0855,8.6194,1.5422,1.27,45.17,GateTask,GateTask[8]:StyleRollSubtask(+42/360 carry) T!1
121.442,10.0868,8.6188,1.5422,1.33,46.65,GateTask,GateTask[8]:StyleRollSubtask(+42/360 carry) T!1
121.459,10.0882,8.6181,1.5422,1.37,48.09,GateTask,GateTask[8]:StyleRollSubtask(+42/360 carry) T!1
121.475,10.0896,8.6175,1.5423,1.41,49.56,GateTask,GateTask[8]:StyleRollSubtask(+48/360 carry) T!1
121.492,10.0910,8.6168,1.5425,1.43,50.89,GateTask,GateTask[8]:StyleRollSubtask(+48/360 carry) T!1
121.509,10.0923,8.6162,1.5427,1.45,52.17,GateTask,GateTask[8]:StyleRollSubtask(+48/360 carry) T!1
121.524,10.0937,8.6155,1.5429,1.47,53.40,GateTask,GateTask[8]:StyleRollSubtask(+52/360 carry) T!1
121.539,10.0950,8.6147,1.5432,1.48,54.58,GateTask,GateTask[8]:StyleRollSubtask(+52/360 carry) T!1
121.556,10.0964,8.6140,1.5435,1.49,55.72,GateTask,GateTask[8]:StyleRollSubtask(+52/360 carry) T!1
121.572,10.0977,8.6133,1.5438,1.50,56.80,GateTask,GateTask[8]:StyleRollSubtask(+58/360 carry) T!1
121.588,10.0991,8.6126,1.5440,1.51,57.84,GateTask,GateTask[8]:StyleRollSubtask(+58/360 carry) T!1
121.605,10.1004,8.6118,1.5443,1.52,58.83,GateTask,GateTask[8]:StyleRollSubtask(+58/360 carry) T!1
121.620,10.1018,8.6111,1.5445,1.53,59.77,GateTask,GateTask[8]:StyleRollSubtask(+63/360 carry) T!1
121.636,10.1031,8.6104,1.5448,1.53,60.67,GateTask,GateTask[8]:StyleRollSubtask(+63/360 carry) T!1
121.652,10.1045,8.6097,1.5450,1.52,61.51,GateTask,GateTask[8]:StyleRollSubtask(+63/360 carry) T!1
121.668,10.1058,8.6090,1.5452,1.51,62.32,GateTask,GateTask[8]:StyleRollSubtask(+67/360 carry) T!1
121.684,10.1072,8.6082,1.5454,1.48,63.12,GateTask,GateTask[8]:StyleRollSubtask(+67/360 carry) T!1
121.730,10.1111,8.6062,1.5459,1.44,64.91,GateTask,GateTask[8]:StyleRollSubtask(+67/360 carry) T!1
121.745,10.1125,8.6055,1.5461,1.43,65.49,GateTask,GateTask[8]:StyleRollSubtask(+74/360 carry) T!1
121.762,10.1138,8.6048,1.5463,1.43,66.03,GateTask,GateTask[8]:StyleRollSubtask(+74/360 carry) T!1
121.779,10.1151,8.6041,1.5465,1.42,66.52,GateTask,GateTask[8]:StyleRollSubtask(+74/360 carry) T!1
121.794,10.1165,8.6034,1.5467,1.41,66.97,GateTask,GateTask[8]:StyleRollSubtask(+77/360 carry) T!1
121.810,10.1179,8.6026,1.5469,1.39,67.40,GateTask,GateTask[8]:StyleRollSubtask(+77/360 carry) T!1
