t,x,y,z,heading,roll,task,state
4.706,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
4.723,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
4.738,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
4.755,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
4.770,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
4.787,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
4.803,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
4.818,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
4.835,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
4.850,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
4.866,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
4.883,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
4.898,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
4.915,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
4.930,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
4.947,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
4.963,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
4.978,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
4.994,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
5.011,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
5.026,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
5.043,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
5.058,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
5.075,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
5.092,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
5.107,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
5.154,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
5.171,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
5.187,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
5.203,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
5.218,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
5.235,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
5.251,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
5.266,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
5.283,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
5.300,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
5.315,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
5.332,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
5.348,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
5.363,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
5.379,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
5.396,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
5.411,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
5.428,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
5.444,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
5.459,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
5.476,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
5.492,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
5.507,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
5.524,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
5.540,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
5.555,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
5.571,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
5.588,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
5.603,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
5.619,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
5.667,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
5.683,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
5.699,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
5.716,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
5.731,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
5.747,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
5.763,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
5.780,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
5.795,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
5.812,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
5.828,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
5.845,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
5.860,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
5.877,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
5.892,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
5.909,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
5.924,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
5.940,7.0000,7.0832,0.0000,0.00,0.00,WAITING,Press Start to begin
